,TICKER,YEAR,CODE,SECTOR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
106,HON,2004,RR,Industrials,3818500,3091200,1877700,2886900,3244200,2537700,3390400,3639900,3331900,2009300,2271300,2939200,3010300,2358100,2300700,2781100,2759600,2238800,3029200,4285500,10559600,9409900,6214100,7469200,7080300,5593200,4890300,5241300,8824000,6432600,3666900,4658800,4182600,3079500,3338000,3066200,2299100,2391600,3054500,2701300,3146800,1878800,2868000,2311900,2837500,2128800,823700,2692200,2850300,4096400,2433900,2415200,2744900,4653900,4019400,4914200,7445900,9175600,5420500,4090100,
107,PFE,2004,RR,Health Care,25605500,25615700,28263200,19222200,21052500,15753000,63646900,30807600,20566000,15551600,15496100,84736000,32156900,19120100,23705900,29268000,26830600,67429500,24354100,20951500,27460500,22009800,29918100,24351500,24832600,23000100,24921800,21395900,27604000,28630200,48491200,80547700,38673000,39815000,25951700,47305800,34182100,32304700,29910700,22483200,38734800,30605800,29856000,23525300,31957800,34631800,13158900,30736200,48662900,32507200,30980800,38281500,48363300,35379100,27243400,29278900,28504900,36729200,33170700,41655000,
108,PG,2004,RR,Consumer Staples,5887600,4787500,5702700,5009600,4890600,7213600,6556400,4841700,5697400,3869500,4372300,3844700,5804700,3895100,4792600,4949800,3913500,5136600,4807600,3933900,4315100,4638100,3577500,5176700,8732300,15659900,14623700,8496100,7285200,8559400,6472800,7271300,5918500,5415700,5673000,5087400,5025600,5692900,5108200,4340400,4369100,3825200,4902200,4004600,4242900,3257100,1609800,5204200,5176500,6519600,7404700,6512000,5014300,5386200,6878200,9406500,5080100,4471200,4430800,5477500,
109,C,2004,RR,Consumer Cyclical,2187000,1520000,1860900,1753200,1728500,1547100,1651300,1361200,1512400,1264000,1187000,1068100,1081800,787900,1208400,1365800,1980000,1559300,1077100,1543700,1882200,1599300,1315600,1629100,1705800,1761900,1505300,1299300,1343700,1641400,1538400,1412000,1646200,1019000,1090200,1121700,1108400,1632100,1379200,1766100,1980000,1612700,2328700,1490100,1482600,1122900,532100,1553300,1485600,1536700,1357600,1517400,1418300,1360300,1361400,1125700,1363000,1349800,1444400,1653600,
110,AIG,2004,RR,Financials,233200,241000,163300,209400,287700,260700,356100,296700,319600,589500,875800,490500,345800,173100,211300,260100,2420000,3022800,1095900,933100,1061700,1103600,1624800,767500,1361600,666700,522500,474400,341300,390600,743200,547600,429200,439900,350700,332200,355900,427200,597900,427700,459900,262800,411900,471500,601900,340300,89800,376600,413200,398000,314000,348800,230700,329400,258000,296200,275300,218800,330700,302200,
111,UTX,2004,RR,Industrials,3142800,3155600,3230000,3378200,3773000,2472800,4060400,3518200,3296000,2173400,2911600,2731600,3022200,1948800,2365400,4455800,3435200,3619400,6186200,4875600,7563800,5493400,3974000,4140400,3467800,4439200,5115600,3662800,5384800,5677800,5167200,3835800,4806400,3080600,3660800,3741400,5330000,4381200,2805400,2700600,3889600,2960600,3658000,3688400,5052200,3293400,1642400,6143400,4030800,6433800,5349600,3567200,2936800,4204600,4643400,5519400,4955000,5162000,4222200,5303600,
112,VZ,2004,RR,Communication Services,7402100,9894600,5232300,6856900,6468600,6579600,9448700,7237700,8900800,6819400,8338700,6320100,5064800,3046400,7235600,8522600,5519600,7150200,5322300,7635500,7335000,7042400,10124600,6751400,10085400,9760700,17086100,10968500,10499600,8877000,7223200,7886800,7557200,6200600,6692000,6500500,8666000,9077700,6642400,5371100,9155600,4969900,6880100,6134600,5380100,5320200,2136300,5359800,6608300,7080000,8255000,5709400,4076100,6079200,4377900,5867300,7971400,7196000,12138400,8479200,
113,HPQ,2004,RR,Information Technology,21188700,19927800,25388800,21960700,20059100,18757700,24156300,18845300,21491200,23823400,15036700,17612000,19524400,11291800,18677100,24834500,26052900,22021900,26480300,22189700,21393000,16564100,17749200,15702200,28635600,25723900,17538000,23023600,19001200,21153700,22749000,20218100,23002000,17762600,20612000,35397500,26767200,33192700,27909400,36841600,85922200,27222200,22690500,22079000,17963000,12820400,5252800,17941200,17202900,21633700,17192900,30396600,27499800,27926200,23484300,25518000,17355900,16194600,16975600,24322400,
114,WMT,2004,RR,Consumer Staples,10760400,13508500,7935400,8999100,8469500,12199800,12383800,9168000,8775500,9727300,7806000,8037500,11804700,6490300,7524500,7995400,8650500,9929200,7844300,7683500,8675300,9691900,8629200,8345200,8918200,11725900,8409700,10006800,8974600,10796700,11109500,16588400,12389700,9228300,7971400,6305400,7085000,6491100,10319400,12232200,16166700,11294700,9847000,8941000,8970900,7191600,3555200,25158000,27650900,19990300,16154400,11286800,9072100,9549500,10574800,11553300,8439000,9796500,10210500,11717600,
115,DIS,2004,RR,Communication Services,4663500,5380800,3956000,4818400,13157900,11477700,9099000,6009400,7265000,8125600,9217200,13850900,10226300,5527100,9507000,9925800,8902800,8775000,6602800,6308200,5586500,7961100,5831500,5799400,5979200,5271600,4965100,6362800,5372400,8445700,6032100,6877500,7302700,5572200,5872800,7939400,6623100,5176300,4972200,5974500,6225000,6066100,9298100,6695000,6170100,3396200,1487400,5664300,4970500,7988100,5921300,5587100,3898900,5969400,6281700,7443900,4061800,5121000,5528200,6935100,
116,MMM,2000,DR,Industrials,5071600,3306000,3258200,2493400,2911600,4045800,2555200,2792000,1789600,2328800,2367200,4886800,6227800,2857000,4001600,4213400,4775400,10243000,5694200,2279400,2882400,2265000,2140800,2955200,4168000,2673200,2785800,2503000,3368000,1812200,2876400,2205800,1960000,2245400,2655000,2950600,3067600,3314400,3055400,2340400,2156600,990800,4653800,3735800,2641200,2936400,2528600,12211000,29116000,12515200,7502400,6358600,3296600,4116400,2852600,4081200,5946400,4021800,4642000,3838800,
117,AXP,2000,DR,Financials,3108100,3354900,2852700,4219200,3933700,2751600,3767600,6946900,4123600,6166600,7036200,9528500,5117900,5397400,5519700,8089600,4281600,2941300,5033000,5099100,5103800,6869800,3439300,3621300,4803900,4518900,3816000,3795700,3308000,2334900,3968900,3983800,3504100,3537500,3451300,3807800,2494100,4459900,5403700,4354300,3565900,1799200,3295000,4988000,4315000,10034200,4768700,7540100,6872100,4997200,3403800,3791700,3773300,2546400,3977400,4788900,6330400,5531500,5354800,7309900,
118,BA,2000,DR,Industrials,7540100,6746600,5010700,9280800,5017300,5019200,4121900,3067100,2180100,2501200,2960800,8935800,4701200,2649100,2909800,4731100,6481600,3795000,5692500,4174700,5929900,4459800,2632700,4779200,4700800,5589600,5114500,2743700,3610300,3030800,1600600,2060100,2847400,2943400,3553800,3139900,3557500,3529100,2503900,5734000,4296000,1122400,2781400,3248900,6378700,4248500,4419900,5211000,6336500,4597700,2295400,5179900,3801300,3167400,2366600,3369700,6340900,4230000,4316400,4112700,
119,CAT,2000,DR,Industrials,7458600,4866000,3578400,6628600,4416200,3534400,2774200,2549400,1319200,2709600,3741000,4800400,3551000,3422000,3269600,5565800,3147000,2370200,2725600,3443800,2413200,2656600,3200600,5737800,6645200,3343400,2362200,2074000,3228800,2537200,2546000,2848000,2756400,3065400,2271400,2835800,1835600,2597600,3128400,3665600,2131800,1485600,2942200,1821000,2852400,3984400,3003600,6023200,5893000,3086800,2262800,2792200,3065200,4090800,2747000,2137600,4576800,3673200,5395200,5809600,
120,MO,2000,DR,Consumer Discretionary,7522200,11784600,9479900,6663400,7241800,7399900,4875500,5814600,3334700,5941800,10494200,8625500,7284800,5293900,9189100,12080800,6209800,6389600,9146600,8395200,8903500,7885400,8036200,11827100,9352400,8543900,6748900,10522100,16915700,7532800,11241700,11238700,7153500,9306600,9586400,5857800,3760700,6679900,3956000,6103900,16103500,2847900,5062500,5575300,7964200,13653000,6232400,5026300,6370800,5553500,6264300,8537000,7169900,18616400,14097800,10924100,16575600,8321800,10814500,11389700,
121,KO,2000,DR,Consumer Staples,10414600,8353200,11962600,9516000,7380800,8279000,10596400,9617400,4073000,6280600,7904000,8552800,7312400,7054600,6069800,7339400,5797600,14655200,7077800,6334800,9350200,9351000,7562200,10526800,9830000,8289000,9108400,6068400,5558200,4236000,5048200,11855000,10323400,8175800,7423400,7506600,7607400,12093800,19313200,13995800,13403800,3905000,6476800,5817800,9692000,12816400,8201200,8572200,9266800,7761200,7895200,8300800,11578000,8008200,7409800,10047600,27540400,10304600,11688200,13344200,
122,DD,2000,DR,Materials,2037500,2393700,2484100,1271400,4675200,4632300,2373500,2763100,1421700,1356900,2465600,2086200,3974700,2953500,1756000,1938300,2269600,2463800,2297500,5129900,2072800,3649400,2276500,5002800,3678500,2169200,2386200,2337500,2118300,1926000,2011300,2482900,1415700,1884900,2193100,1998300,2656700,1737600,1581400,1624100,1482700,420200,1899600,2097900,1776000,1966700,2011300,4949400,4719100,3057300,2854000,1804100,1573300,2218800,2732800,2109000,2741200,1716100,2785600,1935000,
123,GE,2000,DR,Industrials,15269400,11611200,11137800,12370900,12718600,11875900,12249700,14565700,10075100,11448100,19251600,18105300,16175000,13513900,17530200,19151700,13716500,18720100,74151200,47835100,30422400,19417200,16082500,18964100,17858900,16536200,14911700,12545000,12422400,10067400,9861900,12786900,12742800,19196800,15295800,12621700,10725700,12467200,15386600,12681700,23112400,6555100,16729400,15404700,13249600,20955000,18931000,12473200,20790600,16513800,10773500,17532800,17102800,26332600,18265900,16380200,37335500,14498900,15992900,21074900,
124,AA,2000,DR,Materials,2888600,2322400,1845800,1396100,2210600,2953300,1582600,1866100,1181300,2109200,1882600,1212600,1211600,1316300,1477500,1598300,1609400,1890100,1687800,1718700,2635500,1750500,1667900,2857400,2466000,1744900,1403100,911700,1026400,1091500,1373200,1261900,815600,1163200,751600,1575600,868900,956300,1263600,1012200,731200,337200,1808700,1110600,1050800,1622200,1283200,2785500,2652400,1630200,1794700,1450500,1656000,2088100,1607400,1077200,1945400,1253100,2071100,1835200,
125,HD,2000,DR,Consumer Discretionary,5173100,3416400,4396400,3095900,4093700,5747000,7223900,9449800,2754300,3018200,5142600,66652300,43718200,16537300,13126400,13906400,12302400,9776600,7514900,11845200,6196400,6469300,5017600,8475400,7567900,6781100,8273900,5857800,6531600,3723100,5220600,7868600,12460000,16025400,11823600,10061600,5515400,7022900,5796900,7188100,5832700,3615300,7418800,7382700,7667000,7619600,5532200,8811100,12795600,18096600,10976300,10211000,9399800,6589300,6351200,5402100,11467700,7372200,7366700,7784300,
126,INTC,2000,DR,Information Technology,80365100,66739000,72985600,66785700,81206500,63726000,52072400,69734600,56544700,68882800,122056600,100212800,80908800,92057900,78642100,16790000,64250700,59899600,43746200,46937000,53225900,50811900,50197800,49111200,55793900,47654600,65511800,31103600,24583500,21043200,38074100,48864700,94080100,81393300,48677100,41961500,39523700,40986100,37495900,36760300,36702700,20684000,52923300,49700800,61411300,78955300,1155400,82755800,75071400,102012000,68263600,88021400,73069600,48167200,48719800,33708000,80843900,38556100,54732300,63150800,
127,IBM,2000,DR,Information Technology,5948900,5309100,9594600,8872200,11744200,11668900,5547000,6108400,4898000,5614200,8775800,9704900,9092600,7710400,8882500,29777800,17966900,9369200,9338600,8826200,14058500,10135700,6431400,8084000,10902600,7466200,7445100,5848500,4448500,5420600,6990800,9047900,6807900,8684900,5150900,4160300,3739700,7717400,7426600,7180700,5537100,2497500,3866200,4799100,5524600,10651400,7525100,5566800,7804200,10096900,7922000,6140600,6185600,7913300,6992600,6131400,14254500,7693800,7705300,12579400,
128,JNJ,2000,DR,Health Care,4307800,6301200,5261600,4207200,4397600,6850000,6472200,4672800,2914000,6103600,7882200,9278600,9105600,5601600,9024200,7048800,10959000,6252000,7210800,6149600,7639600,4969400,3907000,4388000,6975600,9446400,9387600,5832600,5822600,4922600,6136200,5666200,6069600,6359800,5344400,4185600,3592400,5291800,5508000,7234000,5494600,2997800,5477400,11185200,7549200,14928000,10424600,6062400,6261600,8371800,4996400,6373800,5833600,6525000,7535600,7001200,11591600,5875200,4503400,9601800,
129,JPM,2000,DR,Financials,7879200,9307900,8576500,7138200,9742300,6363900,9189200,13400700,6499500,11926200,16885900,14847200,14143700,8405600,8318700,29641500,14981100,7559300,5240100,10595900,9256100,10398700,9867500,7884900,13186900,8789400,6435700,5879800,4568100,4101800,5754400,6306500,4465600,6041800,6506300,8300500,6940400,8358900,7421300,6202100,6600100,3835500,10451600,13168300,9867200,15472400,9448300,6819200,13818600,19776900,9650300,8411700,9131000,7843400,10288900,16122600,11412000,13271000,13078000,6853300,
130,MCD,2000,DR,Consumer Discretionary,3542400,3317900,3074500,2161800,3047300,2199700,5717500,3540600,2179400,1944800,2424100,5741500,2707100,2694800,4310200,3077800,6460600,5199500,3610200,5020500,4246900,4074800,3743900,5916900,4047100,3181300,3065700,3794400,2440600,2333600,2728400,2431100,6093400,4603700,4011100,3670200,2587800,3465000,3091600,2471800,3043000,1475500,5253000,5332000,5271600,3794900,5264000,2857900,3762800,4859100,3239200,5463100,12259000,9798200,7453800,5369000,7806700,3202600,4633800,5257300,
131,MRK,2000,DR,Health Care,4091000,5549300,5181300,4408700,4873600,5067900,4273600,4797500,4131200,6121300,5655100,6409700,5299300,4286100,5348300,5852600,5114600,11682300,11675400,6955900,8382500,6974000,8453700,8892300,8822300,9153000,6408500,7044500,7496000,6510500,12553800,8412600,6673100,9134800,7130400,6268700,4490200,7215200,6155800,5417200,6729600,2006800,5364400,5120300,8328000,9125500,7578800,6137100,7899400,5764200,4312600,6691800,4883300,6060400,7350100,3592100,10666400,4996300,5052700,9651900,
132,MSFT,2000,DR,Information Technology,106155600,52360400,74053600,58562400,85374000,136453400,81099400,61794000,58323600,62066200,101205800,90219600,104521200,119759000,81276600,110536400,256993200,160378600,185170400,94427400,167603800,114826600,124292400,110057600,104474000,81309400,77985200,68711000,74851400,104331200,206149400,91058600,93744400,83364800,84218600,60422200,92128600,106525600,80157200,59487600,76343200,34439200,85307600,127446200,98280400,197200800,109809800,80407200,101734400,90560800,145308400,120939800,95576200,63106000,98360400,71201400,116899800,107187400,120271800,149037800,
133,T,2000,DR,Communication Services,5149200,6867000,8389800,5382600,5854100,9010400,8651900,6965800,9385100,7556700,7475100,5999800,7493800,5110400,5649500,7532500,7664500,6666300,8781500,8664200,6424500,8004500,11369900,11839100,13071400,10351800,7065900,7560200,6324800,3886300,4713100,8751800,5897800,7112400,6976600,5178000,4775100,11410900,7384100,5103400,5369500,2537600,4641300,4088600,5805500,7864600,11716000,7520100,6566300,6180100,4906600,7614200,5471100,4854700,4839000,5163800,12223600,5234500,23398900,15006600,
134,PG,2000,DR,Consumer Staples,9776000,30100800,10724400,7292800,8274800,10373400,13064400,9413400,4963800,5001200,7388600,7665200,8039400,5669200,6080200,7728600,8159400,5297600,6127400,6669200,9293400,5724400,8396400,11799200,23838600,13778200,9018400,6510800,5639600,4861800,5766200,12083400,6250400,6163000,7457600,5518200,5373200,7908000,6071800,5666000,6586600,2753000,5309800,5662800,5280200,6752400,5972200,4900800,7828000,6593000,4193200,6859200,6755800,9310400,3784400,6285000,12218400,5726600,5351600,8324800,
135,C,2000,DR,Consumer Cyclical,1036200,1209000,1212600,1112600,1459200,1398100,1147100,1471200,630000,1712600,2250900,2853300,1576900,1213500,1523600,2100000,1150900,1032400,821700,1043800,1073400,1508900,1303100,928600,1123300,1194300,1228200,977900,1012400,709300,1105100,1295700,972400,1419700,1108100,1240100,991000,1210400,1131600,1845800,1367500,493600,1112000,1229200,1129100,2204000,1325200,1669600,1797800,2296200,957800,1343700,1349600,1138300,1227400,1342700,2604500,1700900,2484700,1608000,
136,UTX,2000,DR,Industrials,6242600,6746200,3682600,3782200,3625600,3366000,3299800,3252000,2699600,3762000,4510000,4663000,3539000,3163600,2615400,5408200,5478000,34313400,10376400,7459200,6573400,4305800,3440400,3760600,4734000,2656600,1724800,2800000,2511600,2127000,3047000,2424800,2768400,2465400,2648200,2736600,2511800,2642800,2560200,4676600,3745800,1583600,4185000,3586800,3208800,4521400,4125000,6607200,7212600,5536800,4092000,5711600,5350400,5811600,4061400,3028800,5452400,3210800,4123800,4475800,
137,IP,2000,DR,Consumer Cyclical,3758200,2665700,2149500,3388000,4012900,4536600,2057400,2010200,1634400,2604800,3498100,3245500,2519200,2470900,1961500,9307500,4871100,2306700,1383600,5196500,3197000,5506700,3046500,8065700,5934200,3223400,2565700,2874300,3414400,3681500,3939800,4742200,1520800,1962600,3109100,2864600,3012700,2744100,2352700,1821000,1819400,754300,1231700,2812300,1986400,3774400,3858900,5378000,4076900,2354100,1756500,3254700,2453100,3499400,2395100,2202500,3041700,2414100,4140500,4917400,
138,HPQ,2000,DR,Information Technology,35898300,18409100,38859100,24037900,21794900,21861800,43318100,30792700,17435800,21821800,27125500,27442600,27026400,16581500,18073500,28692000,30548300,20611600,15853000,24555300,22056500,26483400,30795400,10974700,15346600,15051500,14318000,15977400,8944700,8908400,10976500,19944300,25462300,83359500,34280900,21887800,19980000,22086200,17818800,13552400,15133400,10086400,14310700,12891100,14657800,37227200,17157100,13599100,17057300,32110400,19228700,19244100,14168300,14737700,17668800,15234500,28713800,12796200,22611600,27213400,
139,WMT,2000,DR,Consumer Staples,7582800,8137800,7532900,11174600,16548400,11085200,8732500,11160500,6033800,6683200,8390900,19439900,9358200,7098300,6268900,6148400,6302900,7153200,6031300,5913800,8390700,14962100,12554800,13205600,14696600,23272200,20850500,8258500,7276500,7137500,7622900,8060800,14914600,10993000,8533200,8646200,5529700,6140200,4379100,4389000,4945900,3482500,10650400,9787100,9903000,11607100,10723700,13404100,10380600,10703100,7646200,6877000,11596100,8344800,6558500,7246200,13142700,6964800,9128500,8283200,
140,DIS,2000,DR,Communication Services,2633900,4137500,4846000,3629900,4723500,4143600,5604200,4213100,3032700,4949500,5266300,5238900,5812500,5116100,8387900,9473400,5555600,6058700,3605700,4140000,3745200,5493400,4566600,4315500,5288700,5135900,4406300,4422500,2929400,2616900,3870000,25795200,13461600,11857500,7006900,6091100,4125800,6240300,4915600,5934900,4973800,3157100,4937500,4968000,5100400,5963500,5580000,4151900,5057500,5313400,4134100,2896300,3238300,5851600,5113800,7113000,9256600,5140500,5936200,9131700,
141,MMM,1996,DD,Industrials,1558400,840600,723600,1178200,1110000,1574000,1023800,1940600,1188600,1449600,1539800,689400,1003800,1082200,1531400,1529400,1108800,1199400,1337400,1019200,1054200,758200,3015000,3159000,2571600,2190400,1697400,2256800,3338000,2385600,2153000,1725400,1735200,1444000,1309200,1244400,1306800,1864400,1514400,1522000,1354400,1599400,1995000,1744800,2909400,1216200,493000,1778000,1958600,1699600,1535600,1974000,1135800,1258800,2086600,2148200,3068000,1508400,1282800,1109800,
142,AXP,1996,DD,Financials,4029900,7787300,3062700,3121300,2653400,2466600,2317600,5155100,2243900,2905000,2054300,1807600,1662900,3278900,2382000,2665400,2759700,3725500,2636300,2386400,2923500,2335400,1689300,1999800,7689700,6690200,7361700,2607200,3798500,4560400,6326600,4780500,7002500,8350100,7806500,2867300,3243000,4215600,1955300,2253500,3281000,4102900,4217000,5025900,6355400,3125700,733800,2241500,3447600,5183500,3244300,5086500,1686600,9503100,10309200,7160800,7713300,4306500,4604700,4942900,
143,CVX,1996,DD,Energy,2123200,1837400,1186200,1879800,1825200,3474000,1184000,1462200,1636000,2031200,1785200,1419600,800400,1588200,2081400,2036200,1359000,2584000,3017800,2317200,1821800,1818400,1741800,2422800,1891400,1802400,3023400,2419800,2278200,2532400,2697600,2104600,1834200,2209400,2668600,2124000,1708600,2784200,1848000,2275200,1749600,1823400,2140200,2725600,1924200,1916000,644200,2081600,2516000,2518600,3015600,2886200,2544000,2304000,2492800,3138400,2702800,2927000,2118600,1604800,
144,BA,1996,DD,Industrials,2028000,1718200,1026200,1267000,1613600,1222800,2436000,1761400,1405600,1642600,1530800,2412400,1294800,1869200,1813600,2572200,1982400,1565600,1605200,1219400,2468200,2474600,1795000,1860000,2022200,1277400,2625800,6697000,2822000,1981200,3819200,4072400,1665000,1387400,2585200,2606200,1979000,3501600,3668800,2298800,3302000,2943600,2640200,1896000,3076000,1668600,509800,1671600,1716000,2270400,1785400,2668200,1892800,3284200,2997600,2863400,2569600,13965400,5352200,3111000,
145,CAT,1996,DD,Industrials,1478000,2356400,1967200,2434800,1754800,1762800,1392400,3433600,2161600,2260400,2341200,2863600,2793200,2230000,4994800,4221200,2267600,2910800,1853200,1275200,5954400,6227600,1954000,3350400,3969200,4102400,5308000,4331200,4358000,4170400,3630400,3992000,1837200,878000,2601200,3699600,3026400,3563600,4267200,1557200,5612800,5390000,3612000,2535200,3257600,2324000,820800,1925200,2420000,2560000,2595600,2858400,1250800,1954400,3702800,2121200,2422000,1940400,3529200,2355600,
146,MO,1996,DD,Consumer Discretionary,8499300,5468400,5822100,4706700,5940900,5408700,8714700,6563700,4386300,3499500,4884000,4056000,2782500,3915600,6175200,7570200,7449900,24050100,10348800,4747800,5730600,5313300,4249200,8044500,4592700,5735400,4335900,5033700,4518900,4977000,13079700,10157700,6076500,7029300,5760300,4389900,10184100,8222700,5746800,5555100,5581500,8195700,5549100,10837200,13470300,8664600,3830700,5986500,5667300,10464600,9434400,15463500,10970400,13729800,20610000,10006200,9936000,10533600,6095100,8342400,
147,KO,1996,DD,Consumer Staples,4778600,4347000,5774800,4200200,13362000,7877600,7441200,8541600,5261400,4834800,6451000,4148800,4023200,2867800,9967000,6003400,6897400,6593200,5343200,3776000,4807200,4399800,3236600,4773600,5272800,5119800,4855200,5650600,6481800,5884200,5866000,4716600,3525000,3758600,5168400,3231800,4485800,7842600,4119400,4526400,3913400,11493800,7274000,6048200,7812400,3441400,1468400,4731200,6703000,8298000,7557800,9673800,5609200,3946400,6994400,6523800,8650800,6619400,7282400,4048400,
148,DD,1996,DD,Materials,1189800,1936000,1235300,1154200,1050000,893200,887300,1266100,1561000,663700,1080800,467900,1119200,879500,1085700,871700,1467400,1529400,1038500,1167500,713600,1320700,931800,974000,829600,1093300,1260600,1056800,920600,952900,1294600,957700,686900,721000,1968600,2750000,1527400,2168700,909500,772700,750500,1104200,1147200,1443800,1985100,715700,634600,855300,1530400,1144700,1191100,883500,1049400,808100,1859700,1719700,1887500,2032300,1802100,1057400,
149,GE,1996,DD,Industrials,18333700,13927600,17169900,11250000,9978300,11338700,9901000,11310600,9841100,9172800,10053200,8666100,9355600,10059500,13869000,10139300,12672800,14885500,9656400,8395200,15306000,11695000,8368400,11291900,15049000,8965000,12741400,9042300,10696600,17301000,17326600,18268200,12628500,8847600,11986400,11935200,15698500,23378100,12962900,13764800,15088900,14929200,12976700,19010100,17634800,13365400,6046500,11834700,18530900,37659600,21637800,28370700,14572800,18127200,28894900,25187100,23326300,18135300,28659600,17667900,
150,AA,1996,DD,Materials,1725500,824000,860100,812100,1161500,1073400,1008300,3804400,2089000,1922300,1964600,2037900,1538300,667400,1748500,896500,1243100,825500,695100,459500,852400,1746000,819100,636900,963200,515400,873500,857400,705600,936800,1425400,1455300,1618600,980200,2173700,2142000,1775700,838000,1319100,810100,1592000,2091300,1278000,842000,1088300,1019400,775000,1325800,1264400,728500,1043300,1367500,891000,1508100,1604900,1314400,765100,1057800,882000,1291300,
151,S,1996,DD,Consumer Cyclical,2785600,1710000,2037000,2055600,1126200,1765200,1056800,1391600,2073200,1714000,797400,1199600,571200,814400,3123600,1754000,2011200,1948200,1370200,1067400,932800,1911400,1482800,1272600,2399800,1155200,1904000,10668400,5780600,2382600,1382400,1770400,979400,1576600,1292400,636200,1386200,1564400,695400,1236800,1535000,1537200,1282800,1484800,1563600,842800,612400,626200,3550400,2253000,2809000,1557400,1540600,2859600,1880200,2242000,2057600,1238600,5128200,2461600,
152,IBM,1996,DD,Information Technology,10773600,12704000,5248800,7457600,9786000,8052800,7380400,9209200,7341600,12589600,9609600,8994000,11433200,5603600,11455600,7502800,8541600,13894800,33337200,11997200,12034000,7174000,6501600,7390000,10130000,8330000,8525200,8269200,6109200,11716400,11545600,13926400,6277600,5716800,10896400,9569200,11098000,31215200,23108400,24118400,32946800,18604400,16330000,11332000,22061600,11198800,3725200,13264000,18711200,17749200,12145200,24141600,11079600,12374000,23424400,14420400,15562400,14377600,16082400,14443200,
153,JPM,1996,DD,Financials,5663100,4226700,2421300,4266300,6768900,15216900,4461600,10644000,4068600,3676500,4057500,3367200,5400600,6412500,11365500,5964000,4512900,6273300,5428500,3168300,2709000,5203200,3021000,2459100,5845800,5913300,4450200,4247700,3472200,8735100,8679000,6759300,3840000,2964300,5031600,7201800,6350700,5895600,4388100,11018700,6957600,4597200,5508600,6114300,7971900,7726800,2626800,5044500,7299000,8010000,7961700,13006500,4752300,3741300,6394500,9866700,10651500,5031000,6580500,5090400,
154,MCD,1996,DD,Consumer Discretionary,3727400,2710800,2765200,2035400,2927400,5838400,5063200,4577400,2867600,7924800,2858600,2686800,2411200,2713400,3994800,3576800,5260800,5992200,13375000,6754000,4723000,4808400,2746200,3958600,3803200,3206000,3548200,4784800,3844800,3109200,4150800,3915600,2626000,2246600,3600200,3031600,3911200,5076600,2597600,3957000,4348600,3118000,3687000,3848800,8409800,3765400,1865600,2974800,5025000,3766800,4049400,4058200,3869400,3834800,3413200,5975000,4154200,2541000,3474200,2468800,
155,MRK,1996,DD,Health Care,3644400,8379200,4001000,4081600,4584000,3894600,4052800,3853400,2892800,5718800,2937800,2716800,2628600,3744400,5050800,6318200,9954600,7783000,4996600,3945600,5044400,3613200,4427400,4441000,5316400,3144600,3979400,5193800,5806800,5917600,8303200,5831000,6529000,4054000,5118000,3957200,4476600,5884800,3887400,4097200,4305000,4872800,2735000,3978200,6874800,3741000,1433000,2494400,4250000,6772000,4524800,7580200,3753200,2430000,3728000,4432800,6461600,3767800,5204800,5679800,
156,GT,1996,DD,Consumer Cyclical,275700,485300,439100,431100,696200,720800,352200,354400,411700,688100,657000,635400,745100,452800,710100,180700,303400,320600,577900,332600,494300,300700,310400,209000,265100,114500,380400,291400,412000,291000,350100,278500,252300,324800,410900,262100,402500,685100,234600,410500,246800,666800,327400,309000,471100,220200,88100,447500,527600,272500,275300,686500,763600,387900,452700,477700,534200,268500,343000,356100,
157,T,1996,DD,Communication Services,1731600,2080000,1098600,1482000,1470800,2241600,1593400,1528000,1046800,1280400,1615600,2205200,1127600,1419400,1660400,3381200,2117600,3018600,1245800,1576400,1612400,862400,1461400,1479200,1557400,1753400,1498000,2392800,2426600,2326400,2585400,2716000,1944000,1390600,2374800,1682200,1493000,2563400,1611000,2435200,2821800,3344200,3013800,2045600,2357000,1595800,344800,1736200,2270400,1736000,1089000,1523400,1917000,1086800,1300800,1872400,1634600,2809200,2318200,1909200,
158,PG,1996,DD,Consumer Staples,5498000,4069200,2721200,3476400,3070800,4117600,3107600,4372400,3083600,3437600,3946400,3967600,4528000,3186400,4901600,3218400,2141200,3230000,4133200,2223600,3866800,14520800,4520000,3574400,4916400,2578800,6664400,5876000,3761600,5024400,5300400,4950000,2952800,2346800,3566800,3088000,3997600,6409600,3385600,3433200,5645600,2733200,2270800,3377600,5274000,3356400,1353600,3645200,3947600,7307200,6096400,4906800,4160800,3272800,3964800,6031600,4900000,3827200,4152800,3104000,
159,UTX,1996,DD,Industrials,2605600,2726400,2447200,2306400,2079200,1620000,1978400,2656800,1756000,2863200,2268800,1099200,1721600,1773600,2299200,2836000,2056000,3191200,1736800,1175200,1945600,4992000,2610400,2417600,2227200,2865600,1748800,2412000,1216800,1656000,2821600,2035200,2021600,1516800,1564800,2331200,3011200,3524000,1696000,1769600,1587200,1820000,2964000,4609600,3005600,2592800,909600,3616000,2623200,4744000,2577600,3319200,3404800,2596800,4128000,2230800,4045200,3817600,2742800,2629600,
